,llama2,llama3,vicuna,mistral,zephyr,hermes2,starling,openchat,gemma,phi2,qwen,yi,baichuan2,deepseek,internlm2,falcon,solar,orca2,neuralchat,stablelm
qwen,0.9307603664194619,0.9280080116306629,0.9308890300617613,0.01608471527484031,0.015960048503163238,0.015812214355614987,0.015650386768216548,0.015650386768216548,0.014946289443464277,0.9492518705951479,1.0,0.9477962837748788,0.9515405242377778,0.051811159895493133,0.022519907928998616,0.9318314735966613,0.015480848209114686,0.9232801072447798,0.015920499410893466,0.9304653091504967
yi,0.9231137560131647,0.9203388675584345,0.9239324868023026,0.017411526316370617,0.01726526957205671,0.017132186640596105,0.016983973730217906,0.016983973730217906,0.01783774939824472,0.9357766775279331,0.9477962837748788,1.0,0.9453312594260859,0.05813146403573403,0.026539632108061005,0.9107668899773069,0.016963786520598777,0.9238296135318012,0.017219658286588613,0.925437857559741
baichuan2,0.9337308790406437,0.9247393986799346,0.9299802306730832,0.01894708136459105,0.018826228748837083,0.018690276513872364,0.018544010017292653,0.018544010017292653,0.01751358158035267,0.9382585985529884,0.9515405242377778,0.9453312594260859,1.0,0.050108637840623804,0.024310244648861445,0.9162558359269516,0.018498922809643676,0.9297164758553854,0.018775356499380714,0.9314220721503498
deepseek,0.05023084430334805,0.047021158856035326,0.051984597236426296,0.004513971034216693,0.004289679407393193,0.0043641191055124,0.003886954854943911,0.003886954854943911,0.03547625798662472,0.05140830439482617,0.051811159895493133,0.05813146403573403,0.050108637840623804,1.0,0.027129628807182313,0.0463111646312686,0.00372884085890692,0.051804874142479584,0.004425386924056521,0.050059621858509325
internlm2,0.024952324090289062,0.022513450659936866,0.025151886495691802,0.04888383655150379,0.0488546933958831,0.04876291672425955,0.049194952609946406,0.049194952609946406,0.27348150274245986,0.023703660468303755,0.022519907928998616,0.026539632108061005,0.024310244648861445,0.027129628807182313,1.0,0.02112381756096404,0.05064229882882264,0.025247889854379015,0.04871432918706759,0.022604193868871265
falcon,0.906287673651155,0.9017872489029015,0.9024534848806975,0.015166398004392947,0.015015951155850998,0.014862371936334055,0.014707712875187783,0.014707712875187783,0.015494341869493413,0.9298323443996561,0.9318314735966613,0.9107668899773069,0.9162558359269516,0.0463111646312686,0.02112381756096404,1.0,0.014593792786787988,0.891184176064509,0.014971547151270042,0.8879250048433409
solar,0.016628111015519836,0.016250350537502147,0.016534151435772682,0.9995434330632604,0.9995933882966679,0.9996017709505592,0.9997082678295802,0.9997082678295802,0.021707828564577984,0.015244364359048723,0.015480848209114686,0.016963786520598777,0.018498922809643676,0.00372884085890692,0.05064229882882264,0.014593792786787988,1.0,0.01721035606333509,0.9995807230991027,0.01637480703195277
orca2,0.9721300246670403,0.92802699402281,0.9701877419483542,0.01771874928506711,0.01758650734137681,0.017470556852200614,0.01729423500710976,0.01729423500710976,0.016090185233120665,0.9230633816653775,0.9232801072447798,0.9238296135318012,0.9297164758553854,0.051804874142479584,0.025247889854379015,0.891184176064509,0.01721035606333509,1.0,0.017533918525147425,0.9235281819355827
neuralchat,0.016988114178715742,0.016579960439534497,0.016896913769854402,0.9999368103034482,0.999943819727981,0.9999627817247089,0.9999365271594942,0.9999365271594942,0.02074485436724491,0.015683038315585412,0.015920499410893466,0.017219658286588613,0.018775356499380714,0.004425386924056521,0.04871432918706759,0.014971547151270042,0.9995807230991027,0.017533918525147425,1.0,0.016830833815551127
stablelm,0.9191116822084171,0.9189496626276952,0.9149078336406016,0.017015018066935336,0.016870546064607233,0.01673594174245467,0.016570683641897326,0.016570683641897326,0.016519551941824598,0.9275351611034615,0.9304653091504967,0.925437857559741,0.9314220721503498,0.050059621858509325,0.022604193868871265,0.8879250048433409,0.01637480703195277,0.9235281819355827,0.016830833815551127,1.0
